Sonic,2020-07-25 20:25:52.802,96.42
Sonic,2020-07-25 20:25:52.905,96.42
Sonic,2020-07-25 20:25:53.014,96.42
Sonic,2020-07-25 20:25:53.105,96.42
Sonic,2020-07-25 20:25:53.208,3867.8
SPI,2020-07-25 20:25:53.209,69.09
Sonic,2020-07-25 20:25:53.305,4.59
Sonic,2020-07-25 20:25:53.411,4.59
Sonic,2020-07-25 20:25:53.544,4.59
Sonic,2020-07-25 20:25:53.602,3913.13
Sonic,2020-07-25 20:25:53.705,4.63
SPI,2020-07-25 20:25:53.705,69.09
Sonic,2020-07-25 20:25:53.843,4.63
Sonic,2020-07-25 20:25:54.023,4.63
Sonic,2020-07-25 20:25:54.104,3908.6
Sonic,2020-07-25 20:25:54.205,4.6
Sonic,2020-07-25 20:25:54.305,20.02
SPI,2020-07-25 20:25:54.305,69.09
Sonic,2020-07-25 20:25:54.405,22.89
Sonic,2020-07-25 20:25:54.504,22.89
Sonic,2020-07-25 20:25:54.684,3973.94
Sonic,2020-07-25 20:25:54.705,3973.94
Sonic,2020-07-25 20:25:54.805,4.61
SPI,2020-07-25 20:25:54.805,69.09
Sonic,2020-07-25 20:25:54.906,4.61
Sonic,2020-07-25 20:25:55.013,4.61
Sonic,2020-07-25 20:25:55.143,3888.2
Sonic,2020-07-25 20:25:55.205,3888.2
Sonic,2020-07-25 20:25:55.300,4.6
SPI,2020-07-25 20:25:55.300,69.09
Sonic,2020-07-25 20:25:55.405,17.67
Sonic,2020-07-25 20:25:55.505,16.58
Sonic,2020-07-25 20:25:55.605,13.79
Sonic,2020-07-25 20:25:55.705,12.51
Sonic,2020-07-25 20:25:55.801,12.51
SPI,2020-07-25 20:25:55.801,69.09
Sonic,2020-07-25 20:25:55.905,11.17
Sonic,2020-07-25 20:25:56.005,10.76
Sonic,2020-07-25 20:25:56.105,9.17
Sonic,2020-07-25 20:25:56.202,8.64
Sonic,2020-07-25 20:25:56.305,7.71
SPI,2020-07-25 20:25:56.305,69.09
Sonic,2020-07-25 20:25:56.405,7.13
Sonic,2020-07-25 20:25:56.505,4.98
Sonic,2020-07-25 20:25:56.602,3.98
Sonic,2020-07-25 20:25:56.705,3.98
Sonic,2020-07-25 20:25:56.804,3.37
SPI,2020-07-25 20:25:56.804,69.09
Sonic,2020-07-25 20:25:56.905,3.28
Sonic,2020-07-25 20:25:57.005,3.29
Sonic,2020-07-25 20:25:57.105,2.43
Sonic,2020-07-25 20:25:57.204,2.43
Sonic,2020-07-25 20:25:57.305,2.43
SPI,2020-07-25 20:25:57.305,69.09
Sonic,2020-07-25 20:25:57.405,2.43
Sonic,2020-07-25 20:25:57.505,2.43
Sonic,2020-07-25 20:25:57.605,1.28
Sonic,2020-07-25 20:25:57.703,1.28
Sonic,2020-07-25 20:25:57.805,1.28
SPI,2020-07-25 20:25:57.805,69.09
Sonic,2020-07-25 20:25:57.903,1.28
Sonic,2020-07-25 20:25:58.005,1.28
Sonic,2020-07-25 20:25:58.105,2.7
Sonic,2020-07-25 20:25:58.205,2.7
Sonic,2020-07-25 20:25:58.305,2.7
SPI,2020-07-25 20:25:58.305,69.09
Sonic,2020-07-25 20:25:58.405,2.7
Sonic,2020-07-25 20:25:58.505,2.7
Sonic,2020-07-25 20:25:58.601,2.7
Sonic,2020-07-25 20:25:58.705,2.47
Sonic,2020-07-25 20:25:58.805,2.47
SPI,2020-07-25 20:25:58.805,69.09
Sonic,2020-07-25 20:25:58.908,2.47
Sonic,2020-07-25 20:25:59.005,2.47
Sonic,2020-07-25 20:25:59.105,2.47
Sonic,2020-07-25 20:25:59.211,3.66
Sonic,2020-07-25 20:25:59.305,3.66
SPI,2020-07-25 20:25:59.305,69.09
Sonic,2020-07-25 20:25:59.405,4.47
Sonic,2020-07-25 20:25:59.505,5.94
Sonic,2020-07-25 20:25:59.605,5.15
Sonic,2020-07-25 20:25:59.705,5.21
Sonic,2020-07-25 20:25:59.801,4.84
SPI,2020-07-25 20:25:59.801,69.09
Sonic,2020-07-25 20:25:59.905,4.84
Sonic,2020-07-25 20:26:00.005,3.61
Sonic,2020-07-25 20:26:00.105,2.92
Sonic,2020-07-25 20:26:00.205,2.92
Sonic,2020-07-25 20:26:00.305,2.92
SPI,2020-07-25 20:26:00.305,69.09
Sonic,2020-07-25 20:26:00.405,2.92
Sonic,2020-07-25 20:26:00.505,2.92
Sonic,2020-07-25 20:26:00.605,2.41
Sonic,2020-07-25 20:26:00.705,2.41
Sonic,2020-07-25 20:26:00.801,2.41
SPI,2020-07-25 20:26:00.801,69.09
Sonic,2020-07-25 20:26:00.905,2.41
Sonic,2020-07-25 20:26:01.002,2.41
Sonic,2020-07-25 20:26:01.105,2.76
Sonic,2020-07-25 20:26:01.205,2.76
Sonic,2020-07-25 20:26:01.305,2.76
