Sonic,2020-07-25 15:44:11.200,4.53
Sonic,2020-07-25 15:44:11.318,4.53
Sonic,2020-07-25 15:44:11.404,4.53
Sonic,2020-07-25 15:44:11.516,4.53
Sonic,2020-07-25 15:44:11.605,4121.46
SPI,2020-07-25 15:44:11.605,69.09
Sonic,2020-07-25 15:44:11.705,4.61
Sonic,2020-07-25 15:44:11.802,4.61
Sonic,2020-07-25 15:44:11.902,4.61
Sonic,2020-07-25 15:44:12.005,3972.64
Sonic,2020-07-25 15:44:12.105,4.63
SPI,2020-07-25 15:44:12.105,69.09
Sonic,2020-07-25 15:44:12.205,4.63
Sonic,2020-07-25 15:44:12.305,8.33
Sonic,2020-07-25 15:44:12.405,9.63
Sonic,2020-07-25 15:44:12.504,9.1
Sonic,2020-07-25 15:44:12.601,9.15
SPI,2020-07-25 15:44:12.601,69.09
Sonic,2020-07-25 15:44:12.700,8.12
Sonic,2020-07-25 15:44:12.805,6.85
Sonic,2020-07-25 15:44:12.920,6.0
Sonic,2020-07-25 15:44:13.001,6.0
Sonic,2020-07-25 15:44:13.110,4.18
SPI,2020-07-25 15:44:13.110,69.09
Sonic,2020-07-25 15:44:13.203,3.66
Sonic,2020-07-25 15:44:13.305,3.01
Sonic,2020-07-25 15:44:13.405,2.51
Sonic,2020-07-25 15:44:13.505,2.51
Sonic,2020-07-25 15:44:13.605,2.51
SPI,2020-07-25 15:44:13.605,69.09
Sonic,2020-07-25 15:44:13.705,2.51
Sonic,2020-07-25 15:44:13.805,2.51
Sonic,2020-07-25 15:44:13.905,1.6
Sonic,2020-07-25 15:44:14.005,1.6
Sonic,2020-07-25 15:44:14.101,1.6
SPI,2020-07-25 15:44:14.101,69.09
Sonic,2020-07-25 15:44:14.208,1.6
Sonic,2020-07-25 15:44:14.314,1.6
Sonic,2020-07-25 15:44:14.405,2.03
Sonic,2020-07-25 15:44:14.501,2.03
Sonic,2020-07-25 15:44:14.605,2.03
SPI,2020-07-25 15:44:14.605,69.09
Sonic,2020-07-25 15:44:14.703,2.03
Sonic,2020-07-25 15:44:14.810,2.03
Sonic,2020-07-25 15:44:14.905,2.03
Sonic,2020-07-25 15:44:15.005,2.44
Sonic,2020-07-25 15:44:15.111,2.44
SPI,2020-07-25 15:44:15.111,69.09
Sonic,2020-07-25 15:44:15.205,2.44
Sonic,2020-07-25 15:44:15.312,2.44
Sonic,2020-07-25 15:44:15.405,2.44
Sonic,2020-07-25 15:44:15.523,2.45
Sonic,2020-07-25 15:44:15.605,2.45
SPI,2020-07-25 15:44:15.605,69.09
Sonic,2020-07-25 15:44:15.702,2.45
Sonic,2020-07-25 15:44:15.803,2.45
Sonic,2020-07-25 15:44:15.905,2.45
Sonic,2020-07-25 15:44:16.005,2.46
Sonic,2020-07-25 15:44:16.106,2.46
SPI,2020-07-25 15:44:16.106,69.09
Sonic,2020-07-25 15:44:16.217,2.46
Sonic,2020-07-25 15:44:16.305,2.46
Sonic,2020-07-25 15:44:16.404,2.46
Sonic,2020-07-25 15:44:16.505,2.47
Sonic,2020-07-25 15:44:16.605,2.47
SPI,2020-07-25 15:44:16.605,69.09
Sonic,2020-07-25 15:44:16.712,2.47
Sonic,2020-07-25 15:44:16.805,2.47
Sonic,2020-07-25 15:44:16.910,2.47
Sonic,2020-07-25 15:44:17.005,2.47
Sonic,2020-07-25 15:44:17.117,2.97
SPI,2020-07-25 15:44:17.117,69.09
Sonic,2020-07-25 15:44:17.205,2.97
Sonic,2020-07-25 15:44:17.310,2.97
Sonic,2020-07-25 15:44:17.411,2.97
Sonic,2020-07-25 15:44:17.505,2.97
Sonic,2020-07-25 15:44:17.603,8.65
SPI,2020-07-25 15:44:17.603,69.09
Sonic,2020-07-25 15:44:17.705,7.48
Sonic,2020-07-25 15:44:17.821,7.48
Sonic,2020-07-25 15:44:17.949,7.48
Sonic,2020-07-25 15:44:18.005,3939.16
Sonic,2020-07-25 15:44:18.105,4.6
SPI,2020-07-25 15:44:18.105,69.09
Sonic,2020-07-25 15:44:18.217,4.6
Sonic,2020-07-25 15:44:18.334,4.6
Sonic,2020-07-25 15:44:18.416,4.6
Sonic,2020-07-25 15:44:18.505,4041.6
Sonic,2020-07-25 15:44:18.605,4.56
SPI,2020-07-25 15:44:18.605,69.09
Sonic,2020-07-25 15:44:18.705,19.94
Sonic,2020-07-25 15:44:18.812,17.21
Sonic,2020-07-25 15:44:18.905,17.35
Sonic,2020-07-25 15:44:19.005,12.54
Sonic,2020-07-25 15:44:19.106,12.54
SPI,2020-07-25 15:44:19.106,69.09
Sonic,2020-07-25 15:44:19.205,248.98
Sonic,2020-07-25 15:44:19.305,163.63
Sonic,2020-07-25 15:44:19.405,248.58
Sonic,2020-07-25 15:44:19.540,249.88
Sonic,2020-07-25 15:44:19.610,249.88
SPI,2020-07-25 15:44:19.610,69.09
Sonic,2020-07-25 15:44:19.705,249.06
Sonic,2020-07-25 15:44:19.805,249.07
Sonic,2020-07-25 15:44:19.901,248.98
Sonic,2020-07-25 15:44:20.005,248.98
Sonic,2020-07-25 15:44:20.105,248.52
SPI,2020-07-25 15:44:20.105,69.09
